Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
chair,5.89,1.33,2.86,2.01,5.28,2.24
chairman,5.57,1.6,3.55,2.15,5.57,2.13
chalet,5.1,1.58,3.83,1.97,4.76,1.79
chalice,5.19,1.81,3.48,2.33,5.76,2.19
chalk,5,1.38,2.9,1.92,5.48,2.38
challenge,5.95,2.06,5.25,2.38,4.68,2.27
challenger,5.33,1.68,4.74,2.64,5.12,1.96
chamber,4.73,1.58,4.58,2.57,5.5,1.7
chambermaid,4.65,2.01,3.59,2.36,5.04,1.99
chameleon,6.3,1.42,4.19,2.16,5.04,2.52
champ,6.35,1.98,5.04,2.56,6.56,2.28
champagne,6.86,1.67,3.8,2.02,6.47,2.37
champion,7.33,1.6,4.74,2.47,5.88,2.2
championship,6.74,1.45,6.9,1.37,6.4,1.76
chance,6.05,1.58,4.3,2.45,5.25,2.71
chancellor,4.91,1.5,3.67,2.09,5.04,2.56
chandelier,6.47,1.5,3.88,2.13,5.29,2.27
change,5.09,1.93,4.05,2.22,5.81,2.26
changer,4.95,0.76,3.15,2.18,5.11,1.32
channel,5.67,1.5,2.68,2.16,5.52,1.96
chant,4.32,1.16,3.29,2.43,5.2,2.31
chaos,2.84,1.64,6.31,2.33,3.31,2.56
chaotic,4.55,2.11,6.14,2.12,3.95,2.82
chap,5.1,1.51,2.54,2.02,5.05,2.06
chapel,6.67,2.09,2.45,1.82,3.8,1.68
chaperon,5.1,1.64,3.12,2.4,5.15,2.25
chaplain,5.1,2.2,3.56,2.23,5.18,1.87
chapter,5.7,1.72,3.86,2.53,6.21,1.78
character,6.14,1.55,4.35,2.56,7.37,2.03
characteristic,5.57,1.66,4.24,2.47,5.37,1.86
characterize,5.5,0.95,3.24,2.31,6.32,1.78
charade,3.95,1.77,4.23,2.35,4.45,2.19
charcoal,6.2,1.47,2.86,1.65,5,2
chardonnay,6.1,1.97,3.58,2.6,4.89,2.13
charge,4.61,1.85,4.25,2.75,5.17,2.38
charger,5.28,2.37,3.59,2.02,5.04,2.5
chariot,6.11,1.37,4.11,2.3,6.59,1.84
charisma,6.5,1.67,5.05,1.83,6.28,2.11
charismatic,6.95,1.85,4.85,2.39,6.28,2.35
charitable,7.33,1.15,3.5,2.7,6.56,1.91
charity,6.85,1.6,3.22,2.32,6.08,2.28
charlatan,4.18,1.71,4.72,2.16,4.48,2.23
charm,7.34,1.22,4.51,2.56,6.43,1.61
charmer,6.53,2.12,4.79,2.62,5.86,1.72
charming,7.05,2.15,5,2.79,6.95,2.34
charred,3.86,1.53,4.68,1.89,3.9,2.23
chart,5.35,1.14,3.1,1.89,6.11,2.08
charter,5.55,1.61,3.84,2.23,5.74,2
chase,3.77,2.29,6.6,2.72,4.68,2.77
chaser,4.72,1.51,4.89,2.05,5.33,2.35
chassis,5,1.49,3.86,1.88,5.38,2.27
chaste,5.81,1.33,3.5,1.97,4.23,1.82
chastity,4,2.03,4.52,2.27,5.62,2.48
chat,5.75,1.52,4.27,2.51,6.22,1.65
chateau,6.21,1.78,3.45,2.46,6.13,2.1
chatter,5.9,1.95,4.44,2.65,5.95,1.93
chatterbox,4.6,1.85,3.94,1.92,4.76,2.14
chatty,4.42,1.98,4.59,2.15,5.42,1.95
chauffeur,5.42,2.36,4.7,1.58,5.33,2.03
chauvinist,2.6,1.14,4.78,2.39,4.41,2.24
cheap,5.24,2.43,4.47,2.59,5.89,2.51
cheapskate,3.76,2.19,2.8,1.94,5.32,2.71
cheat,3.05,1.9,4.91,2.71,4.37,2.24
cheater,2.95,1.79,5.95,2.58,4.09,2.29
check,6.55,1.87,3.38,2.18,4.67,1.85
checkbook,4.86,1.96,4.29,2.87,5.86,2.57
checker,4.94,1.55,3.68,2.23,5.79,1.84
checkered,4.71,1.76,3.57,1.85,4.33,1.65
checkers,5.24,1.73,3.24,2,6,2.04
checklist,6.4,1.54,3.55,2.31,6.48,2.24
checkmate,5.14,2.33,4.65,2.94,5.52,3.04
checkout,5.6,1.35,4.14,1.9,6,2.22
checkpoint,4.44,1.65,4.67,2.08,4.3,2.44
checkup,4.48,1.86,4.73,2.37,5.74,2.54
cheek,5.9,2.43,3.47,2.8,5.38,2.27
cheeky,5.7,1.95,5.47,2.12,5.57,2.46
cheer,7.1,1.5,5.33,2.47,6.37,2.23
cheerful,8,1.41,5.76,2.41,7.32,1.76
cheerleader,5.79,2.3,5.5,2.5,6,2.07
cheerleading,5.7,2.08,4.95,2.55,4.59,2.24
cheery,7.21,1.65,5.86,2.41,6.2,1.91
cheese,6.81,2.38,3.8,2.48,7.11,1.91
cheeseburger,7.2,2.07,4.58,2.78,6.2,2.17
cheesecake,7.67,1.59,3.43,2.48,6.22,2.67
cheesy,4.9,2.36,4.09,2.35,4.86,2.35
cheetah,6.27,1.72,5.31,2.71,5.43,2.61
chef,6.15,1.81,3.05,1.81,6.67,2.11
chemical,4.89,1.88,3.41,2.24,3.78,2.19
chemist,4.95,1.63,3.95,1.77,5.4,2.18
chemistry,5.74,1.82,4.59,2.42,5.12,2.33
chemo,1.5,0.95,4.82,2.79,3.15,1.66
chemotherapy,2.25,1.83,5.05,2.33,2.65,2.47
cherish,6.75,1.65,4.14,1.88,7.32,1.45
cherry,7.05,2.01,4.91,2.19,5.63,1.8
cherub,5.29,2.08,3.22,1.78,5.62,2.11
chess,5.05,2.07,2.86,2.06,5,2.43
chest,5.18,1.56,4.95,2.52,6.58,1.92
chestnut,5.68,0.95,3.43,2.31,5.63,1.98
chew,5.58,1.77,3.8,2.24,6.48,1.86
chewy,5.37,1.77,3.82,1.94,5.53,1.87
chic,6.47,1.47,5.1,2.14,6.04,1.58
chick,5.86,1.96,4.04,2.34,5.32,1.53
chicken,6.17,1.86,3.2,2.57,5.22,1.99
chicken pox,3.19,1.83,5.19,2.62,2.86,2.03
chickenpox,2.76,1.51,4.8,2.66,3.11,2.73
chief,5.83,2.12,3.25,2.15,4.89,2.47
chiffon,6,1.98,4.68,2.54,5.14,1.93
child,7.2,1.47,5.33,2.59,5.2,2.58
childbirth,6.62,2.62,5.62,2.5,5.14,2.77
childhood,6.65,1.87,3.73,2.31,5.3,2.79
childish,4.89,2.18,5,1.95,4.38,2.22
childless,3.57,1.83,3.29,2.37,5.8,2.07
childlike,5.9,2.51,5.15,2.56,5.14,2.31
children,6.36,2.11,5.09,2.56,5.95,2.52
chili,4.45,2.28,4.62,1.77,6.3,2.11
chill,5.16,2.09,3.25,2.12,5.55,2.74
chilling,4.67,2.42,5.64,2.08,4.33,1.77
chilly,4.41,1.79,5,2.43,4.74,1.91
chime,6.05,1.23,4.1,2.17,6.21,2.16
chimney,4.89,2,2.45,1.7,5.19,2.2
chimp,6,1.38,3.8,2.4,4.95,1.56
chimpanzee,6.39,2.2,3.9,2.27,5.28,1.51
chin,5.07,1.6,3.84,2.06,5.48,1.88
chinchilla,6.15,1.81,4.43,1.83,5.56,2.18
chip,6.32,1.25,2.75,1.92,4.58,1.95
chipmunk,7.33,1.64,3.8,2.02,4.96,1.9
chipper,5.95,2.28,4.75,2.36,5.18,2.34
chiropractor,5.3,1.84,4.29,2.37,4.68,2.2
chirp,5.9,2.21,4.15,2.48,5.58,2.08
chisel,5.25,1.65,3.55,2.5,5.19,2.42
chiseler,4.32,1.43,3.95,1.81,5,2.19
chitchat,6,1.82,3.88,2.49,5.74,2.49
chivalry,6.7,1.72,3.95,2.5,5.81,2.32
chloride,4.32,1.78,4.36,2.44,5.85,2.06
chlorine,3.84,2.09,4.43,1.96,5.5,2.02
chloroform,3,1.75,6.15,2.32,4.19,2.38
chocolate,7.63,2.01,5.14,2.85,5.88,2.51
choice,6.36,1.71,3.52,2.04,6.56,2.2
choir,6.15,1.87,3.29,2.15,4.68,2.25
choke,2.42,1.92,5.3,2.74,3.74,2.33
cholera,2.68,1.49,4,2.26,4.35,2.81
cholesterol,3.76,1.76,3.05,2.2,5.95,2.42
choose,6,1.85,3.6,2.5,6.83,2.38
choosy,5.29,1.82,3.4,2.14,5.53,2.46
chop,4.6,0.99,4.43,2.29,5.76,2.65
chopper,5.05,1.53,3.55,2.34,5.44,2.19
choppers,4.8,1.54,5.05,2.41,4.85,1.52
chord,5.75,1.92,2.72,1.87,5.35,2.39
chore,3.9,1.61,4.8,2.42,5.08,2.43
choreographer,5.32,1.7,4.09,2.37,5.67,1.97
choreography,5.95,1.89,5.82,2.58,6.05,2.35
chorus,6,1.41,4.2,1.88,5.26,2.16
chow,6.16,1.71,4.17,2.17,5.89,1.66
chowder,6,2.18,3.91,2.35,6.24,1.67
christen,5.7,1.66,3.1,2.22,4.77,1.88
christening,5.8,2.14,3.83,1.86,5.73,2.55
christmas,8.37,1.61,5.9,2.99,6.14,2.46
chrome,6.26,1.1,4,2.57,5.25,2.25
chromium,4.8,1.82,2.9,2.17,5.08,1.93
chromosome,4.95,1.61,2.88,1.9,3.59,2.56
chronic,3.86,2.1,4.91,2.71,4.26,2
chronicle,6.1,1.61,3.59,2.06,5.71,1.68
chubby,4.33,1.81,4.88,2.83,5.11,2.04
chuck,5.06,1.63,3.95,2.79,5.04,1.71
chuckle,7.1,1.79,5.3,2.7,5.71,2.78
chug,5.2,1.88,3.19,2.2,5.68,2.06
chum,5.3,1.92,4.18,2.02,6,2.13
chummy,5.95,1.99,4.21,2.26,6.23,2.14
chump,4.1,2.02,3.95,2.42,4.05,2.13
chunk,4.67,1.74,4,1.89,5.48,2.04
chunky,4.1,1.95,3.41,1.84,4.14,2.59
church,5.21,2.56,3.63,2.55,5.04,2.92
churn,4.84,1.12,4.28,2.65,4.35,2.12
chute,4.05,1.47,2.71,2.22,5.45,1.79
chutney,5.05,1.84,3.38,2.22,5.18,1.56
cider,5.6,1.76,3.41,2.11,5.84,1.42
cigar,4.4,1.96,4.27,2.31,6.16,1.71
cigarette,3,2.85,4,2.03,5.05,3.37
cilantro,5.81,2.14,2.95,1.47,5.64,2.1
cinch,4.47,2.25,3.3,1.78,5,2.13
cinder,4.8,1.44,3.91,2.29,5.76,1.73
cinema,6.86,1.8,6.05,2.06,5.94,2.25
cinematic,6.05,1.53,4.35,2.31,5.96,1.88
cinematography,5.43,2.01,4,2.56,6.04,2.03
cinnamon,6.75,1.29,3.72,1.99,5.91,1.69
cipher,5.71,1.62,4.55,2.65,5.53,1.99
circle,5.76,1.3,3.33,2.38,5.38,2.27
circuit,4.82,1.3,4.35,2.33,5.56,2.18
circuitry,4.4,1.79,3.33,2.35,5.62,2.39
circular,5.47,1.26,3.4,2.76,5.25,1.94
circulate,5.19,0.68,4,2.45,5.68,2.03
circulation,5.71,1.38,4.05,2.95,5.59,2.56
circulatory,5.47,0.77,4.29,2.05,5.32,1.78
circumcision,4.11,2.47,4.73,3.18,3.32,1.81
circumference,5.24,1.48,2.71,1.68,5.3,1.88
circumstance,5,1.3,3.41,2.09,5.5,2.12
circumstantial,4,1.53,4.5,2.09,5.05,1.99
circumvent,5,1.75,4,2.25,5.42,2.45
circus,5.85,2.13,5.45,2.94,4.94,2.21
cirque,5.32,0.95,4.6,2.26,5.39,2.19
cirrhosis,1.86,1.24,4.76,2.5,3.82,2.54
citadel,5.61,1.82,3.85,2.76,5.56,2.18
citation,3.7,1.78,3.8,2.17,3.86,2.21
cite,4.95,1,4,1.86,6.19,2.04
citizen,6.43,1.66,2.63,2.22,5.95,2.66
citizenship,7.24,1.7,5.58,2.36,5.89,2.47
citrus,6.36,1.29,4.16,2.64,6.46,1.84
city,6.12,1.54,5.08,2.54,5.04,2.03
citywide,5.7,1.49,4.57,1.86,5.38,2.35
civic,5.74,2.13,3.5,2.35,5.5,1.91
civics,5.33,1.71,3.85,2.32,5.05,2.46
civil,5.8,2.07,2.95,2.2,6.04,2.2
civilian,5.48,1.6,3.7,2.14,5.58,1.88
civility,5.87,1.79,3.18,1.53,5.95,1.99
civilization,6.2,1.61,3.7,2.03,6,2.49
civilized,6.48,1.63,3.23,2.31,6.52,2.5
claim,5.15,1.46,3.9,1.81,6.06,2.28
clairvoyant,5.79,2.12,5.35,2.46,5.5,2.48
clam,4.7,1.89,3.36,1.79,5.32,1.77
clambake,4.6,2.19,4.17,2.25,5.4,1.96
clammy,3.81,1.75,2.95,1.82,3.45,2.3
clamp,4.6,1.47,5.05,2.5,4.58,2.26
clan,5.2,1.94,3.78,2.6,4.35,2.84
clandestine,5.67,1.91,3.95,2.68,4.33,2.08
clang,4.1,1.26,4.61,2.23,5.35,2.06
clap,6.05,1.75,5.15,2.68,6.19,2.25
clapper,5.16,1.07,4.45,2.26,5.26,1.51
clarification,6.06,1.51,3.25,2.17,5.64,1.7
clarify,6,1.03,2.85,2.28,6.04,1.93
clarinet,4.74,1.15,3.06,2.01,5.06,2.25
clarity,7.26,1.73,3.64,2.32,6.59,1.37
clash,3.96,1.77,5.67,2.18,4.32,2.5
clasp,5.19,1.6,3.52,2.42,5.47,2.17
class,5.73,1.52,4.43,1.99,5.24,2.31
classic,6.32,1.55,3.62,2.2,6.29,2.03
classic rock,5.79,2,4.78,2.68,5.75,1.65
classical,6.79,1.62,3.75,2.53,6.25,2.2
classification,4.77,1.34,3.45,2.13,5.74,2.28
classified,5.53,2.09,4.61,2.41,4.68,2.16
classify,5.6,1.27,4.25,2.24,6.35,1.65
classmate,5.95,2.2,3.32,2.03,5.61,2.85
classroom,5.57,1.69,4,2.45,5.05,2.61
classy,6.63,1.92,4.14,2.08,6.21,1.91
clatter,4.05,1.47,5.04,2.6,4.79,2.28
clause,4.9,1.79,3.32,2.19,4.8,2.25
claustrophobia,2.9,1.55,5.33,3.1,3.71,2.97
claustrophobic,2.95,1.61,6.19,2.58,3.15,2.39
clavicle,4.42,1.43,4,2.09,5.25,1.98
claw,4.65,1.66,3.65,2.64,3.8,1.96
clay,5.45,1.5,3.84,2.19,5.64,2.24
clean,7.09,1.8,3.57,2.2,6.11,2
cleaner,5.8,2.07,3.17,2.26,6.14,2.03
cleanliness,7.21,1.18,4.05,2.67,6.95,2.13
cleanse,6.65,1.6,4.53,2.61,6.42,1.81
cleanser,6.4,2.06,3.61,2.28,6.24,2.28
cleansing,6.85,1.53,4.5,2.5,6.27,1.97
cleanup,4.86,1.8,3.04,2.54,6.6,2.01
clear,6.14,1.7,2.71,1.71,6.17,1.76
clearance,6.62,1.8,4.5,2.4,5.5,2.58
cleat,4.24,1.55,3.61,2.33,5.42,1.58
cleavage,5.53,1.9,6.29,1.49,5.71,2.75
cleaver,4.95,1.82,5.1,2.66,5.44,2.43
cleft,4.36,1.56,3.54,2.34,4.57,2.08
clemency,5.15,1.53,3.3,1.72,5.48,1.91
clench,3.68,1.45,4.11,2.65,4.53,2.43
clergy,4.8,2.31,2.95,2.11,5.16,2.36
cleric,4.65,1.63,3.18,1.97,4.43,1.75
clerical,4.65,1.27,3.15,2.08,4.77,1.8
clerk,4.76,1.51,3.85,2.01,5.24,2.57
clever,7.36,1.36,5.25,2.38,7,2.4
cleverness,6.95,1.87,5.55,2.22,7.1,1.25
click,5.7,1.72,2.81,2.2,5.52,2.28
clicker,5.32,0.58,3.62,1.91,5.96,2.24
client,5.22,1.59,2.95,1.99,4.83,1.98
clientele,5.1,1.45,3.74,2.53,5.89,2.17
cliff,4.77,1.77,5.18,2.72,4.09,1.82
climate,5.8,1.67,3.95,2.09,4,2.86
climax,7.53,1.68,6.83,2.29,6.21,2.3
climb,5.62,1.72,3.95,2.73,5.61,2.33
climber,6,1.95,4.45,2.15,5.33,2.18
clinch,4.85,1.93,4,2.3,5.09,2.02
cling,4.8,1.58,4,2.12,4.63,2.34
clingy,3.39,1.2,4.04,2.24,4.29,2.03
clinic,4.95,1.82,2.95,2.06,4.52,2.06
clinical,4.82,1.65,4.1,2.15,4.7,2.41
clink,5,1.38,4.68,2,5.1,1.97
clip,5.36,1.18,2.9,1.61,5.37,2.14
clipboard,4.75,1.33,2.67,1.68,6.59,1.82
clipper,5.67,1.74,3.44,2.33,5.25,1.81
clipping,5.1,1.55,4.15,2.08,5.95,1.88
clique,4.06,2.04,4.42,2.17,4.6,2.02
clitoris,5.57,2.46,5.65,2.82,6.08,2.4
cloak,5.95,1.39,4.1,2.41,5.13,2.16
cloaking,4.95,0.78,3.81,2.29,5.21,2.4
cloakroom,4.95,1.32,2.95,2.24,5.45,1.9
clobber,4,1.59,4.43,2.5,4.15,1.69
clock,5.65,1.59,3.35,2.46,5.24,2.71
clockwork,5.58,1.71,4.23,2.51,5.48,1.72
clod,3.58,1.74,3.5,2.09,4.57,1.56
clog,2.95,1.93,3.23,1.9,3.58,1.82
clone,4.18,1.89,3.95,2.5,5,2.05
cloning,4.29,1.68,4.86,2.41,4.32,2.41
close,5.23,2.09,3.81,2.06,5.94,1.95
closeness,6.85,1.79,3.9,2.45,6.48,1.99
closet,5.1,1.87,3.55,2.35,6.63,2.63
closure,5.21,2.37,3.19,1.99,5.7,2.44
clot,2.95,1.8,4.17,2.37,3.71,2.26
cloth,6.2,1.44,2.58,1.77,5.4,2.16
clothe,5.74,1.45,3.64,1.94,5.61,2.04
clothes,6.77,1.31,3.14,1.71,5.47,2.55
clothesline,5.23,1.41,4.31,2.65,5.88,2.13
clothing,6.37,1.71,4.44,2.49,6.72,1.59
cloud,6.2,1.58,2.81,2.02,4.79,2.83
clouds,6.76,1.67,2.27,1.64,5.09,2.81
cloudy,4.89,1.85,3.36,1.84,3.65,2.12
clout,5.24,1.73,4.48,1.85,4.59,2.17
clove,5.53,1.93,3.32,2.59,5.54,2.06
clover,5.37,1.5,3.06,2.04,5.41,2.55
clown,5.36,2.48,4.94,2.18,4.38,2.22
club,6.5,1.77,3.76,2.39,5.11,2.42
clubhouse,6.47,1.65,3.77,2.2,5.74,2.07
cluck,4.75,1.12,3.9,2.12,4.81,2.39
clue,5.38,1.77,3.52,2.27,5.39,2.28
clueless,3.5,1.37,3.75,2.22,3.59,2.24
clump,3.92,1.14,3.25,2.63,4.36,2.46
clumsy,4.14,1.46,4.12,2.19,4,2.71
clunk,4.4,1.43,4.1,2.22,4.88,2.51
cluster,5.05,1.13,4.21,2.15,4.89,2.52
clutch,4.8,1.7,4.04,1.9,5.19,2.54
clutter,3.67,1.88,3.68,2.4,3.19,2.04
coach,5.72,1.49,3.35,2.16,4.11,2.27
coachman,5.22,1.56,3.05,2.11,4.28,1.54
coal,4.56,1.95,2.55,1.9,4.88,1.62
coalition,4.9,1.92,3.9,2.07,5.6,2.2
coarse,4.5,1.58,3.66,2.23,5.16,2.3
coast,5.9,2.28,4.17,2.64,5.78,2.39
coastal,6.21,2.02,4.3,2.7,5.05,2.48
coaster,5.48,1.33,3.39,2.41,5.12,1.03
coastline,7.5,1.79,3.45,2.46,5,2.18
coat,5.29,2,3.1,1.77,6.68,2.31
coating,5.25,1.25,3.59,1.79,5.63,1.92
coax,5.26,2,4.48,1.97,5.05,1.78
cobalt,5.63,1.34,3.35,2.32,6.17,1.71
cobbler,6,1.84,2.92,1.84,4.79,2.08
cobra,4.42,2.34,5.71,2.8,3.74,2.36
cocaine,3.05,2.44,4.5,2.77,3.56,2.38
cock,5.05,2.65,5.74,2.2,5.5,2.78
cockamamie,4.14,1.93,4.04,1.89,4.56,1.85
cockeyed,3.95,1.22,4.45,2.09,4.38,2.58
cockpit,5.53,1.43,4.9,2.27,5.61,1.85
cockroach,2.46,1.63,5.22,3.23,3.57,2.31
cocksucker,2.91,2.79,6.09,3.2,4.42,2.39
cocktail,6.95,1.91,5.6,2.02,5.86,2.66
cocky,3.45,2.35,5.8,2.31,5.27,1.99
cocoa,7.33,1.49,5,2.5,6.32,1.96
coconut,6.55,2.04,4.67,2.69,5.76,2.39
cocoon,5.22,1.44,2.85,2.16,4.41,2.22
cod,5.21,1.81,3.95,2.44,5.37,2.19
code,4.67,1.37,2.76,2.23,4.83,2.07
codeine,4.85,2.08,4.72,2.95,3,1.98
codfish,5.16,2.29,3.05,2.21,4.95,1.93
coding,5.24,1.18,3.45,1.99,4.62,2.01
coed,5.68,1.45,3.62,2.44,4.48,2.04
coerce,3.32,1.16,5.45,2.39,5.87,2.36
coercion,3.5,1.43,4.33,2.31,5.12,2.6
coexist,5.95,2.24,3.48,2.68,5.92,2.12
coffee,7,1.23,5.1,2.79,6.12,2.12
coffee table,5.86,1.58,3.72,2.44,5.29,1.49
coffeehouse,7.25,1.83,3.55,2.54,5.58,2.47
coffeepot,5.26,1.94,3.61,1.91,5.59,1.66
coffin,2.63,1.64,4.3,2.85,3.72,2.24
cog,4.55,1.54,4,2.02,5.16,2.29
cognac,4.85,2.39,4.81,2.38,5.42,2.72
cognitive,5.68,1.7,5.27,2.1,6.47,2.06
coherent,5.95,1.82,3.09,1.93,5.96,2.23
coil,4.94,1.3,3.72,2.19,4.82,2.43
coin,6.55,1.34,3.13,2.2,6.24,2.11
coincide,5.27,1.03,3.88,2.21,5.25,1.85
coincidence,5.58,1.46,3.86,1.93,4.64,2.17
coincidental,5.68,1.25,4.15,2.28,4.46,2.19
coke,6.55,1.99,4.3,2.65,5.53,2.12
Coke,6.62,1.91,4.45,2.76,5.67,2.42
cola,5.67,1.8,4.29,1.95,6,2.04
cold,4.32,2.11,3.55,2.57,5.17,2.79
coleslaw,4.9,2.29,3.45,2.3,6.38,1.77
colic,2.95,1.43,2.89,1.97,2.95,1.76
coliseum,5.56,1.5,4.06,2.36,5.94,2.41
collaborate,6.15,1.73,4.3,1.75,6.23,1.74
collaboration,5.19,1.33,4.39,2.29,6.21,1.75
collaborator,4.91,2.2,4.73,2.43,5.45,2.5
collage,5.05,1.47,3.44,2.28,4.53,2.29
collagen,4.26,2.05,3.8,2.78,4.8,2.38
collapse,3.37,1.26,6.14,2.29,3.74,2.03
collar,4.95,1.75,3.33,2.03,4.63,2.36
collarbone,5.1,1.61,2.86,2.03,5.41,2
collateral,4.11,2,3.9,2.17,5.55,2.5
colleague,5.26,2,3.5,1.99,5.7,2.3
collect,5.9,1.37,3.14,1.78,5.48,1.6
collection,5.9,1.29,4.44,2.41,6.9,1.65
collective,5.19,1.89,2.86,1.64,5.4,2.28
collector,5.27,1.98,4.91,2.14,5.47,2.89
college,6.44,1.72,4,2.77,5.89,1.97
collegiate,5.3,1.56,4.95,2.24,5.85,1.76
collide,3.1,1.64,4.33,1.99,3.95,2.01
collie,6.8,1.58,3.68,2.15,5.79,1.69
collision,2.95,1.54,5.9,2.1,2.57,1.83
cologne,6.05,1.1,3.6,1.98,5.44,2.04
colon,4.04,2.08,3.64,2.24,4.7,2.27
colonel,5.18,1.01,3.9,2.23,5.72,1.96
colonial,4.95,1.66,2.71,2.29,5.1,2.25
colonic,3.85,2.01,3.86,1.85,4.44,2.29
colonoscopy,2.6,1.6,4.05,2.73,3.4,2.2
colony,5.52,1.17,4.17,2.21,5.04,2.11
color,7.05,2.22,3.18,1.62,5.95,1.8
colored,6.57,1.6,4.73,2.27,5.36,1.73
colorful,7.43,1.4,3.59,2.58,5.96,2.07
coloring,6.29,1.4,4.41,2.59,6.77,1.69
colossal,4.33,1.46,4.96,2.4,5.14,2.37
columbine,3.7,2.25,5.14,2.96,3.85,2.38
column,5,1.28,3.11,1.74,5.24,2.16
columnist,5.47,1.26,3.25,2.02,5.5,2.27
com,5.76,1.45,4.35,2.32,6.11,2.31
coma,1.89,0.99,3.05,2.01,2.71,2.18
comatose,2,1,3.15,2.21,3.4,2.21
comb,5.65,1.39,2.33,1.61,6.68,1.76
combat,2.95,1.78,6.09,2.18,4,2.2
combative,3.65,1.95,5.6,1.94,4.59,2.59
combination,5.47,1.65,3.5,2.24,5.96,1.65
combine,4.84,1.5,3.64,2.19,5.54,2.19
combo,6.17,1.42,4.48,2.09,5.5,2.15
combustion,4.43,2.01,6.26,2.65,4.14,2.33
come,5.64,1.26,3.57,2.04,5.94,1.88
comeback,6.14,1.58,4.89,2.37,6.67,1.68
comedian,7.6,1.19,5.78,2.04,6.48,1.91
comedy,8.05,1.37,6,1.9,5.55,2.21
comet,6.9,1.68,4.8,2.65,4.64,2.04
comfort,7.24,1.92,2.76,1.92,7.18,1.65
comfortable,7.67,1.53,2.38,1.83,6.89,2.25
comforter,6.65,1.79,3.85,2.25,5.67,2.63
comforting,7.47,2.17,3,2.2,7,1.97
comfy,7.25,1.41,2.88,2.49,6.71,2.23
comic,7.5,1.47,4.3,2.45,5.6,1.71
comical,6.95,1.27,5.1,2.39,5.64,2.42
comics,6.95,1.87,4.41,2.79,5.3,2.01
comma,4.47,2.17,3.23,2.58,5.11,2.49
command,4.19,1.5,4.65,2.43,7.21,2.15
commandant,5.16,1.71,3.95,2.24,4.38,2.43
commandeer,4.43,1.86,4.45,2.44,5.74,2.7
commander,4.73,1.96,4.6,2.26,6.68,2.52
commanding,4.57,1.91,5.95,2.19,4.64,2.74
commandment,5.55,1.92,4.16,1.92,5.19,2.58
commando,5.52,1.57,5.95,2.2,4.47,1.65
commemorate,5.74,2,2.76,1.79,5.7,1.89
commemorative,5.84,1.34,4.3,2.41,5.39,1.16
commence,5.32,1.64,3.81,2.69,5.95,1.91
commend,7,1.67,3.23,2.33,6.14,1.98
commendable,6.76,1.79,3.75,2.4,6.68,2.12
commendation,6.19,1.81,4.71,2.12,4.75,2.38
comment,5.65,1.73,3.56,2.12,5.96,2.29
commentary,5.5,1.67,3.5,1.85,5.45,2.15
commentator,5.11,1.94,4.1,2.45,5.17,1.95
commerce,5.21,1.69,3.95,2.06,4.85,2.21
commercial,4.11,1.41,4.43,2.13,4.35,1.47
commie,3.86,1.96,4.76,2.61,4.22,2.33
commissary,5,1.75,3.36,2.04,5.95,1.79
commission,5.81,2.06,4.59,2.5,5.38,2.14
commissioner,4.68,0.89,3.25,1.83,5.65,2.9
commit,5.85,1.81,3.5,2.13,6.63,2.32
commitment,6.33,1.74,4.26,1.91,6,2.25
committee,5.52,1.72,3.56,2.33,5.56,2.36
commodity,5.86,1.39,3.75,2.05,5.38,2.2
commodore,4.82,1.65,3.05,2.06,5.14,1.81
common,5.94,2.13,2.43,1.83,5.83,1.95
commoner,4.42,1.74,3.05,1.7,5.05,2.08
commonplace,5.48,1.47,3,2.24,5.47,1.98
commotion,4.1,1.67,3.73,2.62,4.3,2.38
communal,5.47,1.93,3,1.92,4.89,2.08
commune,5,1.73,3.77,2.14,5.24,1.92
communicate,6.28,1.6,3.79,2.37,6.8,1.87
communication,6.73,1.45,4.16,2.32,6.43,1.69
communicator,5.42,1.64,3.33,1.62,5.39,1.95
communion,5.37,2.11,3.5,2.28,4.71,1.92
communism,2.94,2.46,5.1,2.73,3.12,2.46
communist,3.22,2.29,5.1,2.47,4.12,2.96
community,6.09,1.95,3.8,2.67,7.11,1.88
commute,4.14,2.39,3.15,2.28,4.59,2.46
commuter,4.63,1.46,3.6,2.33,5.68,2.3
comp,6.16,1.71,3.52,2.25,5.74,2
compact,4.95,1.75,3.75,2.02,5,1.93
companion,7.25,1.55,4.06,1.95,6.09,1.8
companionship,7.9,1.45,5.05,2.42,6,2.14
company,5.64,1.36,3.29,2.1,5,2.1
comparable,5.4,1.35,4,2.2,5.95,1.72
comparative,5.05,1.39,3.91,2.47,6.56,1.72
compare,5.09,0.81,3.78,2.37,6.37,1.8
comparison,5.11,0.88,2.92,1.74,5.64,2.06
compartment,5.36,1.22,3.57,2.17,4.89,2.35
compass,5.75,1.86,2.85,1.98,5.75,2.17
compassion,7.9,1.14,4.5,2.17,6.36,2.32
compassionate,7.95,1.22,4.73,2.69,6.86,2.14
compatibility,6.5,1.73,5.32,2.65,5.5,1.96
compatible,6.29,1.79,4.04,2.12,6.29,1.82
compel,4.89,1.7,4.33,1.8,5.59,2.64
compelling,6,1.24,5.14,2.5,6,2.1
compensate,6.36,2.17,5.47,2.74,6.2,2.02
